R_fighter,B_fighter,Format,Referee,date,location,Fight_type,Winner,Title,weight_class,R_hst_SIG_STR._attempted,R_hst_SIG_STR._succeeded,R_hst_TOTAL_STR._attempted,R_hst_TOTAL_STR._succeeded,R_hst_TD_attempted,R_hst_TD_succeeded,R_hst_HEAD_attempted,R_hst_HEAD_succeeded,R_hst_BODY_attempted,R_hst_BODY_succeeded,R_hst_LEG_attempted,R_hst_LEG_succeeded,R_hst_DISTANCE_attempted,R_hst_DISTANCE_succeeded,R_hst_CLINCH_attempted,R_hst_CLINCH_succeeded,R_hst_GROUND_attempted,R_hst_GROUND_succeeded,R_hst_KD,R_hst_SIG_STR_pct,R_hst_TD_pct,R_hst_SUB_ATT,R_hst_PASS,R_hst_REV,B_hst_SIG_STR._attempted,B_hst_SIG_STR._succeeded,B_hst_TOTAL_STR._attempted,B_hst_TOTAL_STR._succeeded,B_hst_TD_attempted,B_hst_TD_succeeded,B_hst_HEAD_attempted,B_hst_HEAD_succeeded,B_hst_BODY_attempted,B_hst_BODY_succeeded,B_hst_LEG_attempted,B_hst_LEG_succeeded,B_hst_DISTANCE_attempted,B_hst_DISTANCE_succeeded,B_hst_CLINCH_attempted,B_hst_CLINCH_succeeded,B_hst_GROUND_attempted,B_hst_GROUND_succeeded,B_hst_KD,B_hst_SIG_STR_pct,B_hst_TD_pct,B_hst_SUB_ATT,B_hst_PASS,B_hst_REV,R_Stance,R_Height(cm),R_Weight(kg),R_Reach(cm),B_Stance,B_Height(cm),B_Weight(kg),B_Reach(cm),R_age,B_age,R_experience,B_experience,R_title_experience,B_title_experience,R_KO,B_KO,R_sub,B_sub,R_winning,B_winning,R_title_winning,B_title_winning
Daniel Sarafian,Eddie Mendez,3 Rnd (5-5-5),Dan Miragliotta,2013-06-08,"Fortaleza, Ceara, Brazil",Middleweight Bout,Daniel Sarafian,False,Middleweight,98.0,38.0,102.0,41.0,6.0,0.0,75.0,26.0,23.0,12.0,0.0,0.0,95.0,35.0,2.0,2.0,1.0,1.0,1.0,0.38,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,175.26,83.91452,179.4303,Orthodox,177.8,83.91452,182.11,31.0,29.0,1,0,0,0,0.0,,0.0,,0.0,,,
Rony Jason,Mike Wilkinson,3 Rnd (5-5-5),Marc Goddard,2013-06-08,"Fortaleza, Ceara, Brazil",Featherweight Bout,Rony Jason,False,Featherweight,86.0,41.0,101.0,56.0,1.5,0.5,61.5,23.0,20.0,14.0,4.5,4.0,74.5,30.5,3.0,2.0,8.5,8.5,0.0,0.47,0.5,0.5,0.0,0.0,159.0,54.0,240.0,119.0,12.0,1.0,124.0,29.0,10.0,9.0,25.0,16.0,145.0,45.0,12.0,7.0,2.0,2.0,0.0,0.33,0.08,0.0,0.0,0.0,Orthodox,170.18,65.77083999999999,174.0709,Orthodox,170.18,65.77083999999999,174.0709,29.0,26.0,2,1,1,0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,
Raphael Assuncao,Vaughan Lee,3 Rnd (5-5-5),Mario Yamasaki,2013-06-08,"Fortaleza, Ceara, Brazil",Bantamweight Bout,Raphael Assuncao,False,Bantamweight,84.25,39.5,96.25,51.0,3.5,0.75,59.75,19.25,9.5,6.75,15.0,13.5,72.0,29.0,7.0,6.0,5.25,4.5,0.25,0.495,0.0925,0.0,0.25,0.0,38.25,17.75,99.75,79.25,2.5,1.0,24.25,7.25,9.0,6.5,5.0,4.0,25.0,8.0,11.25,8.5,2.0,1.25,0.25,0.45,0.11,1.0,0.0,0.0,Orthodox,165.1,61.23492,168.7115,Orthodox,167.64000000000001,56.699,171.3912,31.0,31.0,4,4,0,0,0.25,0.0,0.0,0.25,0.75,0.5,,
Godofredo Pepey,Felipe Arantes,3 Rnd (5-5-5),Dan Miragliotta,2013-06-08,"Fortaleza, Ceara, Brazil",Featherweight Bout,Felipe Arantes,False,Featherweight,79.5,34.0,141.0,89.0,2.5,0.0,58.5,17.0,7.0,5.5,14.0,11.5,67.5,25.0,3.5,2.5,8.5,6.5,0.0,0.425,0.0,0.5,1.0,0.5,79.0,40.0,99.66666666666667,58.0,0.6666666666666666,0.6666666666666666,58.333333333333336,23.666666666666668,9.666666666666666,7.0,11.0,9.333333333333334,68.0,32.666666666666664,3.0,1.6666666666666667,8.0,5.666666666666667,0.0,0.5299999999999999,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,Orthodox,170.18,65.77083999999999,174.0709,Orthodox,172.72,61.23492,176.7506,26.0,25.0,2,3,1,0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,
Ildemar Alcantara,Leandro Silva,3 Rnd (5-5-5),Marc Goddard,2013-06-08,"Fortaleza, Ceara, Brazil",Welterweight Bout,Ildemar Alcantara,False,Welterweight,55.0,24.0,70.0,39.0,3.0,2.0,36.0,10.0,17.0,12.0,2.0,2.0,52.0,22.0,3.0,2.0,0.0,0.0,0.0,0.43,0.66,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,187.96,83.91452,192.8288,Orthodox,175.26,70.30676,179.4303,31.0,28.0,1,0,0,0,0.0,,1.0,,1.0,,,
Rodrigo Damm,Mizuto Hirota,3 Rnd (5-5-5),Mario Yamasaki,2013-06-08,"Fortaleza, Ceara, Brazil",Featherweight Bout,Rodrigo Damm,False,Featherweight,89.5,30.5,90.0,31.0,0.0,0.0,67.5,18.5,7.0,5.0,15.0,7.0,89.5,30.5,0.0,0.0,0.0,0.0,0.0,0.41500000000000004,0.0,0.5,0.5,0.0,14.0,4.0,56.0,39.0,1.0,1.0,13.0,3.0,1.0,1.0,0.0,0.0,12.0,4.0,1.0,0.0,1.0,0.0,0.0,0.28,1.0,0.0,1.0,0.0,Orthodox,170.18,70.30676,174.0709,Orthodox,170.18,70.30676,174.0709,33.0,32.0,2,1,0,0,0.0,0.0,0.5,0.0,0.5,0.0,,
Caio Magalhaes,Karlos Vemola,3 Rnd (5-5-5),Dan Miragliotta,2013-06-08,"Fortaleza, Ceara, Brazil",Middleweight Bout,Caio Magalhaes,False,Middleweight,92.0,22.0,98.0,27.0,15.0,2.0,58.0,8.0,6.0,2.0,28.0,12.0,90.0,20.0,1.0,1.0,1.0,1.0,0.0,0.23,0.13,0.0,0.0,0.0,30.8,12.2,49.0,26.6,4.2,1.0,24.8,7.6,3.4,2.6,2.6,2.0,18.8,5.4,4.4,2.8,7.6,4.0,0.0,0.392,0.324,1.2,0.4,0.2,Orthodox,185.42,83.91452,190.14909999999998,Orthodox,182.88,83.91452,187.46939999999998,26.0,28.0,1,5,0,0,0.0,0.2,0.0,0.2,0.0,0.4,,
Antonio Braga Neto,Anthony Smith,3 Rnd (5-5-5),Marc Goddard,2013-06-08,"Fortaleza, Ceara, Brazil",Middleweight Bout,Antonio Braga Neto,False,Middleweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,190.5,83.91452,195.5085,Orthodox,193.04,92.98636,198.1882,26.0,25.0,0,0,0,0,,,,,,,,
Cain Velasquez,Antonio Silva,5 Rnd (5-5-5-5-5),Mario Yamasaki,2013-05-25,"Las Vegas, Nevada, USA",UFC Heavyweight Title Bout,Cain Velasquez,True,Heavyweight,76.9,43.9,137.7,96.5,5.7,2.7,66.0,34.1,6.5,5.7,4.4,4.1,31.5,11.6,13.0,10.0,32.4,22.3,0.7,0.5900000000000001,0.47800000000000004,0.2,2.7,0.0,23.333333333333332,12.333333333333334,35.333333333333336,22.666666666666668,1.0,0.0,18.0,8.666666666666666,1.3333333333333333,1.0,4.0,2.6666666666666665,14.0,6.333333333333333,6.666666666666667,4.333333333333333,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.5599999999999999,0.0,0.0,0.0,0.0,Orthodox,185.42,108.86207999999999,190.14909999999998,Orthodox,193.04,119.748288,198.1882,31.0,34.0,10,3,3,0,0.7,0.6666666666666666,0.0,0.0,0.9,0.6666666666666666,0.6666666666666666,
Junior Dos Santos,Mark Hunt,3 Rnd (5-5-5),Steve Mazzagatti,2013-05-25,"Las Vegas, Nevada, USA",Heavyweight Bout,Junior Dos Santos,False,Heavyweight,96.3,46.5,103.6,52.2,0.5,0.3,75.8,31.6,19.0,13.6,1.5,1.3,79.8,36.2,9.6,5.6,6.9,4.7,0.9,0.532,0.15,0.0,0.1,0.0,48.8,24.0,70.8,43.6,1.4,0.8,45.0,21.0,2.6,1.8,1.2,1.2,41.2,18.8,1.0,0.6,6.6,4.6,0.6,0.45,0.4,0.2,1.2,0.2,Orthodox,193.04,107.954896,198.1882,Orthodox,177.8,120.20188,182.11,29.0,39.0,10,5,3,0,0.7,0.6,0.0,0.0,0.9,0.8,0.6666666666666666,
Glover Teixeira,James Te Huna,3 Rnd (5-5-5),Herb Dean,2013-05-25,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Glover Teixeira,False,Heavyweight,118.0,60.0,146.33333333333334,82.33333333333333,2.6666666666666665,2.6666666666666665,111.66666666666667,56.0,6.0,3.6666666666666665,0.3333333333333333,0.3333333333333333,65.33333333333333,26.0,5.333333333333333,3.0,47.333333333333336,31.0,0.6666666666666666,0.5066666666666667,0.6666666666666666,0.6666666666666666,3.6666666666666665,0.0,71.0,37.666666666666664,117.0,77.66666666666667,4.666666666666667,1.8333333333333333,56.666666666666664,26.666666666666668,8.0,5.666666666666667,6.333333333333333,5.333333333333333,45.5,21.5,7.833333333333333,4.5,17.666666666666668,11.666666666666666,0.3333333333333333,0.65,0.24666666666666667,0.16666666666666666,1.5,0.0,Orthodox,187.96,92.98636,192.8288,Orthodox,187.96,83.91452,192.8288,34.0,32.0,3,6,0,0,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,0.8333333333333334,,
Gray Maynard,TJ Grant,3 Rnd (5-5-5),Chris Tognoni,2013-05-25,"Las Vegas, Nevada, USA",Lightweight Bout,TJ Grant,False,Lightweight,100.5,30.666666666666668,122.33333333333333,50.583333333333336,5.333333333333333,2.5833333333333335,91.16666666666667,24.083333333333332,7.916666666666667,5.583333333333333,1.4166666666666667,1.0,81.83333333333333,20.083333333333332,6.916666666666667,4.25,11.75,6.333333333333333,0.5,0.36333333333333334,0.5016666666666666,0.75,2.5,0.25,89.2,48.4,113.7,70.4,3.2,1.4,64.5,27.6,18.3,15.0,6.4,5.8,63.9,30.5,17.7,12.9,7.6,5.0,0.2,0.517,0.336,0.5,3.3,0.5,Orthodox,175.26,70.30676,179.4303,Orthodox,177.8,70.30676,182.11,34.0,29.0,12,10,2,0,0.08333333333333333,0.2,0.0,0.1,0.75,0.7,0.0,
Donald Cerrone,KJ Noons,3 Rnd (5-5-5),Mario Yamasaki,2013-05-25,"Las Vegas, Nevada, USA",Lightweight Bout,Donald Cerrone,False,Lightweight,87.125,44.125,92.375,48.625,1.0,0.5,58.75,20.25,11.0,9.0,17.375,14.875,77.875,38.375,4.25,2.5,5.0,3.25,0.375,0.465,0.135,0.25,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,185.42,70.30676,190.14909999999998,Orthodox,177.8,70.30676,182.11,30.0,30.0,8,0,0,0,0.25,,0.25,,0.75,,,
Mike Pyle,Rick Story,3 Rnd (5-5-5),Steve Mazzagatti,2013-05-25,"Las Vegas, Nevada, USA",Welterweight Bout,Mike Pyle,False,Welterweight,43.1,19.0,76.7,48.7,3.3,1.1,34.0,12.1,4.8,3.6,4.3,3.3,30.9,10.4,5.3,3.7,6.9,4.9,0.4,0.43,0.254,0.8,0.9,0.1,97.41666666666667,38.416666666666664,125.25,64.83333333333333,4.75,2.5,73.91666666666667,20.083333333333332,18.583333333333332,14.0,4.916666666666667,4.333333333333333,69.33333333333333,20.25,15.0,9.833333333333334,13.083333333333334,8.333333333333334,0.16666666666666666,0.40833333333333327,0.5875,1.0833333333333333,1.4166666666666667,0.3333333333333333,Orthodox,182.88,77.11064,187.46939999999998,Southpaw,175.26,77.11064,179.4303,38.0,29.0,10,12,0,0,0.3,0.16666666666666666,0.2,0.08333333333333333,0.7,0.6666666666666666,,
Dennis Bermudez,Max Holloway,3 Rnd (5-5-5),Herb Dean,2013-05-25,"Las Vegas, Nevada, USA",Featherweight Bout,Dennis Bermudez,False,Featherweight,99.75,50.5,139.75,85.5,5.25,2.5,84.25,39.0,9.0,6.0,6.5,5.5,46.5,16.5,18.25,12.0,35.0,22.0,0.5,0.4625,0.595,1.25,3.75,0.25,173.0,69.5,174.25,70.25,0.0,0.0,138.25,45.0,29.5,19.5,5.25,5.0,161.5,63.25,5.5,3.5,6.0,2.75,0.75,0.36250000000000004,0.0,0.0,0.0,0.0,Orthodox,167.64000000000001,70.30676,171.3912,Orthodox,180.34,70.30676,184.7897,26.0,21.0,4,4,1,0,0.0,0.25,0.25,0.0,0.75,0.75,0.0,
Colton Smith,Robert Whittaker,3 Rnd (5-5-5),Chris Tognoni,2013-05-25,"Las Vegas, Nevada, USA",Welterweight Bout,Robert Whittaker,False,Welterweight,18.0,15.0,113.0,88.0,16.0,7.0,5.0,3.0,2.0,1.0,11.0,11.0,6.0,4.0,4.0,4.0,8.0,7.0,0.0,0.83,0.43,1.0,5.0,0.0,202.0,83.0,208.0,89.0,0.0,0.0,172.0,64.0,25.0,15.0,5.0,4.0,167.0,60.0,24.0,17.0,11.0,6.0,1.0,0.41,0.0,0.0,0.0,0.0,Orthodox,182.88,70.30676,187.46939999999998,Orthodox,182.88,83.91452,187.46939999999998,26.0,22.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Khabib Nurmagomedov,Abel Trujillo,3 Rnd (5-5-5),Mario Yamasaki,2013-05-25,"Las Vegas, Nevada, USA",Lightweight Bout,Khabib Nurmagomedov,False,Lightweight,69.66666666666667,27.333333333333332,83.0,38.0,7.333333333333333,1.0,61.0,22.333333333333332,6.0,3.3333333333333335,2.6666666666666665,1.6666666666666667,49.333333333333336,11.666666666666666,5.333333333333333,4.333333333333333,15.0,11.333333333333334,0.6666666666666666,0.4633333333333333,0.11,0.3333333333333333,2.6666666666666665,0.0,75.0,57.0,117.0,94.0,1.0,1.0,36.0,22.0,32.0,28.0,7.0,7.0,10.0,1.0,33.0,28.0,32.0,28.0,1.0,0.76,1.0,2.0,0.0,0.0,Orthodox,177.8,70.30676,182.11,Orthodox,172.72,70.30676,176.7506,25.0,30.0,3,1,0,0,0.3333333333333333,1.0,0.3333333333333333,0.0,1.0,1.0,,
Stephen Thompson,Nah-Shon Burrell,3 Rnd (5-5-5),Steve Mazzagatti,2013-05-25,"Las Vegas, Nevada, USA",Welterweight Bout,Stephen Thompson,False,Welterweight,85.5,44.5,92.0,50.0,0.0,0.0,69.0,31.0,12.5,9.5,4.0,4.0,81.0,40.5,2.0,1.5,2.5,2.5,0.5,0.5349999999999999,0.0,0.0,0.0,0.5,216.0,121.0,222.0,126.0,0.0,0.0,186.0,95.0,20.0,16.0,10.0,10.0,171.0,80.0,13.0,13.0,32.0,28.0,0.0,0.56,0.0,1.0,1.0,1.0,Orthodox,182.88,77.11064,187.46939999999998,Orthodox,180.34,77.11064,184.7897,30.0,23.0,2,1,0,0,0.5,0.0,0.0,0.0,0.5,1.0,,
Brian Bowles,George Roop,3 Rnd (5-5-5),Herb Dean,2013-05-25,"Las Vegas, Nevada, USA",Bantamweight Bout,George Roop,False,Bantamweight,71.66666666666667,20.333333333333332,79.33333333333333,26.666666666666668,0.6666666666666666,0.6666666666666666,62.333333333333336,12.666666666666666,9.0,7.333333333333333,0.3333333333333333,0.3333333333333333,63.333333333333336,15.0,4.666666666666667,4.333333333333333,3.6666666666666665,1.0,0.0,0.27666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,99.75,36.75,151.125,84.75,1.0,0.625,77.5,22.125,15.25,9.625,7.0,5.0,75.25,20.875,11.75,7.25,12.75,8.625,0.125,0.34750000000000003,0.3325,0.125,0.125,0.125,Orthodox,170.18,61.23492,174.0709,Orthodox,185.42,61.23492,190.14909999999998,33.0,32.0,3,8,0,0,0.0,0.125,0.3333333333333333,0.0,0.6666666666666666,0.375,,
Jeremy Stephens,Estevan Payan,3 Rnd (5-5-5),Chris Tognoni,2013-05-25,"Las Vegas, Nevada, USA",Featherweight Bout,Jeremy Stephens,False,Featherweight,68.0,30.866666666666667,89.53333333333333,51.2,2.6,1.2,51.13333333333333,18.466666666666665,8.466666666666667,6.4,8.4,6.0,49.4,18.533333333333335,5.266666666666667,4.533333333333333,13.333333333333334,7.8,0.4666666666666667,0.43600000000000005,0.34800000000000003,0.5333333333333333,0.3333333333333333,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,172.72,65.77083999999999,176.7506,Orthodox,177.8,65.77083999999999,182.11,27.0,31.0,15,0,0,0,0.26666666666666666,,0.0,,0.4666666666666667,,,
Vitor Belfort,Luke Rockhold,5 Rnd (5-5-5-5-5),Leon Roberts,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Middleweight Bout,Vitor Belfort,False,Middleweight,22.235294117647058,10.647058823529411,27.41176470588235,15.470588235294118,0.47058823529411764,0.35294117647058826,19.647058823529413,8.588235294117647,1.2352941176470589,0.8823529411764706,1.3529411764705883,1.1764705882352942,11.764705882352942,4.0,4.588235294117647,2.4705882352941178,5.882352941176471,4.176470588235294,0.4117647058823529,0.5005882352941177,0.16176470588235295,0.47058823529411764,0.5882352941176471,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,Southpaw,182.88,83.91452,187.46939999999998,Southpaw,190.5,83.91452,195.5085,36.0,29.0,17,0,5,0,0.5294117647058824,,0.11764705882352941,,0.6470588235294118,,0.4,
Jacare Souza,Chris Camozzi,3 Rnd (5-5-5),Mario Yamasaki,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Middleweight Bout,Jacare Souza,False,Middleweight,,,,,,,,,,,,,,,,,,,,,,,,,126.0,50.125,137.625,59.875,1.75,0.0,96.625,27.0,13.0,9.5,16.375,13.625,113.375,41.875,12.5,8.25,0.125,0.0,0.0,0.4475,0.0,0.375,0.125,0.125,Orthodox,185.42,83.91452,190.14909999999998,Orthodox,187.96,83.91452,192.8288,33.0,27.0,0,8,0,0,,0.125,,0.125,,0.75,,
Rafael Dos Anjos,Evan Dunham,3 Rnd (5-5-5),Kevin Mulhall,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Lightweight Bout,Rafael Dos Anjos,False,Lightweight,79.36363636363636,28.0,102.81818181818181,48.54545454545455,5.818181818181818,2.1818181818181817,62.45454545454545,16.09090909090909,5.181818181818182,3.1818181818181817,11.727272727272727,8.727272727272727,59.81818181818182,16.09090909090909,8.818181818181818,6.0,10.727272727272727,5.909090909090909,0.18181818181818182,0.3763636363636364,0.3181818181818182,0.8181818181818182,2.0,0.09090909090909091,157.7,60.9,178.2,78.4,3.6,1.3,144.8,52.6,10.4,6.2,2.5,2.1,144.0,52.4,7.9,5.2,5.8,3.3,0.2,0.39,0.378,1.2,1.1,0.0,Southpaw,172.72,77.11064,176.7506,Southpaw,177.8,70.30676,182.11,29.0,31.0,11,10,0,0,0.09090909090909091,0.2,0.18181818181818182,0.1,0.6363636363636364,0.7,,
Rafael Natal,Joao Zeferino,3 Rnd (5-5-5),Leon Roberts,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Middleweight Bout,Rafael Natal,False,Middleweight,90.0,42.833333333333336,118.83333333333333,68.83333333333333,7.5,3.1666666666666665,66.0,26.666666666666668,10.666666666666666,5.5,13.333333333333334,10.666666666666666,68.66666666666667,27.333333333333332,8.833333333333334,5.833333333333333,12.5,9.666666666666666,0.3333333333333333,0.48333333333333334,0.3783333333333334,1.0,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,182.88,83.91452,187.46939999999998,Orthodox,180.34,77.11064,184.7897,30.0,27.0,6,0,0,0,0.0,,0.16666666666666666,,0.5,,,
Hacran Dias,Nik Lentz,3 Rnd (5-5-5),Mario Yamasaki,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Featherweight Bout,Nik Lentz,False,Featherweight,44.0,19.0,144.0,108.0,10.0,5.0,28.0,8.0,5.0,2.0,11.0,9.0,27.0,8.0,0.0,0.0,17.0,11.0,0.0,0.43,0.5,0.0,4.0,0.0,79.18181818181819,40.36363636363637,132.1818181818182,89.9090909090909,9.181818181818182,3.727272727272727,58.63636363636363,23.454545454545453,12.363636363636363,10.181818181818182,8.181818181818182,6.7272727272727275,53.18181818181818,21.818181818181817,13.454545454545455,8.818181818181818,12.545454545454545,9.727272727272727,0.0,0.5481818181818181,0.38727272727272727,1.4545454545454546,2.4545454545454546,0.0,Orthodox,172.72,70.30676,176.7506,Orthodox,172.72,70.30676,176.7506,29.0,29.0,1,11,0,0,0.0,0.09090909090909091,0.0,0.09090909090909091,1.0,0.6363636363636364,,
Francisco Trinaldo,Mike Rio,3 Rnd (5-5-5),Kevin Mulhall,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Lightweight Bout,Francisco Trinaldo,False,Lightweight,47.333333333333336,26.0,70.0,46.0,1.6666666666666667,0.6666666666666666,33.333333333333336,13.666666666666666,11.333333333333334,10.333333333333334,2.6666666666666665,2.0,21.666666666666668,7.333333333333333,10.666666666666666,9.0,15.0,9.666666666666666,0.3333333333333333,0.63,0.13333333333333333,1.0,2.0,0.0,67.0,30.0,111.0,67.0,11.0,4.0,50.0,15.0,5.0,5.0,12.0,10.0,52.0,19.0,13.0,10.0,2.0,1.0,0.0,0.44,0.36,1.0,5.0,0.0,Southpaw,175.26,70.30676,179.4303,Orthodox,177.8,70.30676,182.11,35.0,32.0,3,1,0,0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,,
Gleison Tibau,John Cholish,3 Rnd (5-5-5),Leon Roberts,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Lightweight Bout,Gleison Tibau,False,Lightweight,66.83333333333333,21.944444444444443,98.83333333333333,50.111111111111114,6.5,3.7222222222222223,61.05555555555556,17.38888888888889,4.666666666666667,3.5555555555555554,1.1111111111111112,1.0,52.77777777777778,13.444444444444445,5.055555555555555,3.388888888888889,9.0,5.111111111111111,0.1111111111111111,0.3566666666666667,0.5727777777777778,0.8333333333333334,3.0,0.05555555555555555,82.0,42.0,90.5,50.0,6.0,1.0,68.5,31.0,5.0,2.5,8.5,8.5,68.0,31.0,3.0,2.5,11.0,8.5,0.0,0.51,0.16,0.0,1.0,1.0,Southpaw,177.8,70.30676,182.11,Orthodox,180.34,70.30676,184.7897,30.0,29.0,18,2,0,0,0.05555555555555555,0.5,0.16666666666666666,0.0,0.6111111111111112,0.5,,
Paulo Thiago,Michel Prazeres,3 Rnd (5-5-5),Mario Yamasaki,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Welterweight Bout,Paulo Thiago,False,Welterweight,35.888888888888886,13.88888888888889,45.0,20.444444444444443,2.6666666666666665,1.1111111111111112,30.22222222222222,9.11111111111111,3.6666666666666665,2.888888888888889,2.0,1.8888888888888888,25.555555555555557,7.888888888888889,5.222222222222222,3.5555555555555554,5.111111111111111,2.4444444444444446,0.4444444444444444,0.32,0.21555555555555558,1.3333333333333333,1.6666666666666667,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,180.34,77.11064,184.7897,Orthodox,167.64000000000001,77.11064,171.3912,32.0,32.0,9,0,0,0,0.1111111111111111,,0.1111111111111111,,0.4444444444444444,,,
Iuri Alcantara,Iliarde Santos,3 Rnd (5-5-5),Kevin Mulhall,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Bantamweight Bout,Iuri Alcantara,False,Bantamweight,67.5,30.25,103.25,59.5,2.0,1.75,55.75,21.25,10.0,7.75,1.75,1.25,54.25,18.5,2.25,2.25,11.0,9.5,0.0,0.46749999999999997,0.5,1.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Southpaw,175.26,61.23492,179.4303,Orthodox,165.1,56.699,168.7115,33.0,33.0,4,0,0,0,0.0,,0.0,,0.5,,,
Fabio Maldonado,Roger Hollett,3 Rnd (5-5-5),Leon Roberts,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Light Heavyweight Bout,Fabio Maldonado,False,Heavyweight,110.0,68.75,157.0,111.25,1.0,0.5,79.75,44.0,30.0,24.5,0.25,0.25,87.0,49.75,17.25,14.0,5.75,5.0,0.25,0.56,0.25,1.0,1.25,0.25,72.0,26.0,79.0,32.0,0.0,0.0,42.0,9.0,27.0,14.0,3.0,3.0,71.0,25.0,0.0,0.0,1.0,1.0,0.0,0.36,0.0,0.0,0.0,0.0,Orthodox,185.42,92.98636,190.14909999999998,Orthodox,180.34,92.98636,184.7897,33.0,35.0,4,1,0,0,0.25,0.0,0.0,0.0,0.25,0.0,,
John Lineker,Azamat Gashimov,3 Rnd (5-5-5),Mario Yamasaki,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Flyweight Bout,John Lineker,False,Flyweight,218.0,86.5,233.0,100.0,0.0,0.0,152.5,51.5,51.0,26.5,14.5,8.5,211.0,82.0,4.5,2.0,2.5,2.5,0.0,0.395,0.0,0.0,0.0,0.0,13.0,4.0,28.0,18.0,1.0,1.0,11.0,3.0,1.0,0.0,1.0,1.0,8.0,2.0,0.0,0.0,5.0,2.0,0.0,0.3,1.0,0.0,0.0,0.0,Orthodox,160.02,61.23492,163.3521,Orthodox,167.64000000000001,56.699,171.3912,23.0,23.0,2,1,0,0,0.0,0.0,0.0,0.0,0.5,0.0,,
Jussier Formiga,Chris Cariaso,3 Rnd (5-5-5),Kevin Mulhall,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Flyweight Bout,Jussier Formiga,False,Flyweight,37.0,9.0,37.0,9.0,5.0,0.0,36.0,8.0,1.0,1.0,0.0,0.0,37.0,9.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,108.33333333333333,51.5,130.33333333333334,72.16666666666667,3.3333333333333335,1.1666666666666667,83.66666666666667,30.5,17.166666666666668,14.5,7.5,6.5,85.83333333333333,34.833333333333336,15.5,11.666666666666666,7.0,5.0,0.0,0.4883333333333333,0.31833333333333336,0.16666666666666666,2.0,0.16666666666666666,Orthodox,165.1,56.699,168.7115,Southpaw,160.02,56.699,163.3521,28.0,32.0,1,6,0,0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,,
Lucas Martins,Jeremy Larsen,3 Rnd (5-5-5),Mario Yamasaki,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Lightweight Bout,Lucas Martins,False,Lightweight,31.0,12.0,31.0,12.0,0.0,0.0,27.0,9.0,2.0,2.0,2.0,1.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,29.0,13.0,29.0,13.0,0.0,0.0,22.0,8.0,7.0,5.0,0.0,0.0,29.0,13.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,Southpaw,182.88,65.77083999999999,187.46939999999998,Orthodox,177.8,65.77083999999999,182.11,25.0,29.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
