fighter_name,Stance,DOB,Height(cm),Weight(kg),Reach(cm)
John Teixeira,Orthodox,1986-11-18,170.18,65.77083999999999,174.0709
John Yoo,Orthodox,,,61.23492,
Johnny Bedford,Orthodox,1983-01-06,177.8,61.23492,182.11
Johnny Case,Orthodox,1989-06-28,177.8,70.30676,182.11
Johnny Cisneros,Orthodox,1980-02-05,180.34,77.11064,184.7897
Johnny Eduardo,Orthodox,1978-08-03,170.18,61.23492,174.0709
Johnny Rees,Orthodox,1982-10-21,182.88,77.11064,187.46939999999998
Johnny Rhodes,Orthodox,,182.88,95.25431999999999,187.46939999999998
Johnny Sampaio,Orthodox,1975-09-11,172.72,77.11064,176.7506
Johnny Walker,Orthodox,1992-03-30,195.57999999999998,92.98636,200.86789999999996
Johny Hendricks,Southpaw,1983-09-12,175.26,83.91452,179.4303
Jon Delos Reyes,Orthodox,1987-08-19,167.64000000000001,56.699,171.3912
Jon Fitch,Orthodox,1978-02-24,182.88,77.11064,187.46939999999998
Jon Hess,Orthodox,,200.66,133.80964,206.22729999999999
Jon Jones,Orthodox,1987-07-19,193.04,92.98636,198.1882
Jon Koppenhaver,Orthodox,1981-11-30,180.34,77.11064,184.7897
Jon Madsen,Orthodox,1980-02-12,182.88,108.86207999999999,187.46939999999998
Jon Manley,Orthodox,1986-07-07,185.42,77.11064,190.14909999999998
Jon Murphy,Orthodox,1977-08-09,190.5,117.93392,195.5085
Jon Olav Einemo,Orthodox,1975-12-10,198.12,114.758776,203.5476
Jon Tuck,Orthodox,1984-08-28,180.34,70.30676,184.7897
Jonatas Novaes,Orthodox,1981-03-02,180.34,77.11064,184.7897
Jonathan  Mix,Orthodox,1980-11-09,182.88,76.203456,187.46939999999998
Jonathan Brookins,Southpaw,1985-08-13,182.88,65.77083999999999,187.46939999999998
Jonathan Contrestano,Orthodox,,,70.30676,
Jonathan Goulet,Orthodox,1979-07-13,182.88,77.11064,187.46939999999998
Jonathan Martinez,Southpaw,1986-04-20,172.72,61.23492,176.7506
Jonathan Meunier,Switch,1987-08-04,190.5,77.11064,195.5085
Jonathan Pearce,Switch,1992-05-01,182.88,70.30676,187.46939999999998
Jonathan Rivera,Orthodox,,,70.30676,
Jonathan Santa Maria,Orthodox,,175.26,56.699,179.4303
Jonathan Wiezorek,Southpaw,1978-02-10,190.5,113.398,195.5085
Jonathan Wilson,Southpaw,1987-07-17,187.96,92.98636,192.8288
Jonavin Webb,Orthodox,1989-04-28,177.8,77.11064,182.11
Jong Man Kim,Orthodox,1978-03-03,170.18,63.049288,174.0709
Jong Wang Kim,Orthodox,,185.42,108.86207999999999,190.14909999999998
Jong Won Kim,Orthodox,,170.18,63.049288,174.0709
Jonny Carson,Orthodox,,177.8,70.30676,182.11
Jonny Goh,Orthodox,,180.34,70.30676,184.7897
Jordan Bailey,Orthodox,,175.26,65.77083999999999,179.4303
Jordan Dowdy,Orthodox,,,77.11064,
Jordan Espinosa,Orthodox,1989-11-08,167.64000000000001,56.699,171.3912
Jordan Goodwin,Orthodox,,,70.30676,
Jordan Griffin,Southpaw,1990-02-28,177.8,65.77083999999999,182.11
Jordan Johnson,Orthodox,1988-11-18,187.96,92.98636,192.8288
Jordan Mein,Orthodox,1989-10-10,182.88,77.11064,187.46939999999998
Jordan Parsons,Orthodox,1990-08-26,175.26,65.77083999999999,179.4303
Jordan Radev,Southpaw,1976-09-28,170.18,83.91452,174.0709
Jordan Rinaldi,Orthodox,1987-09-25,177.8,65.77083999999999,182.11
Jordan Williams,Southpaw,1990-10-13,182.88,77.11064,187.46939999999998
Jordan Wright,Orthodox,1991-10-07,187.96,83.91452,192.8288
Jorge Gurgel,Orthodox,1977-01-25,170.18,70.30676,174.0709
Jorge Interiano,Orthodox,,185.42,92.98636,190.14909999999998
Jorge Lopez,Orthodox,1988-11-21,177.8,77.11064,182.11
Jorge Masvidal,Orthodox,1984-11-12,180.34,77.11064,184.7897
Jorge Oliveira,Orthodox,,185.42,92.98636,190.14909999999998
Jorge Ortiz,Orthodox,,182.88,83.91452,187.46939999999998
Jorge Patino,Orthodox,1973-08-05,172.72,77.11064,176.7506
Jorge Rivera,Orthodox,1972-02-28,185.42,83.91452,190.14909999999998
Jorge Santiago,Orthodox,1980-10-09,185.42,77.11064,190.14909999999998
Jorge de Oliveira,Orthodox,1980-01-22,172.72,70.30676,176.7506
Jorgen Kruth,Orthodox,1974-05-08,187.96,92.98636,192.8288
Jose Aldo,Orthodox,1986-09-09,170.18,65.77083999999999,174.0709
Jose Barreto,Southpaw,,,83.91452,
Jose Canseco,Orthodox,1964-07-02,193.04,108.86207999999999,198.1882
Jose Landi-Jons,Orthodox,1973-09-09,180.34,77.11064,184.7897
Jose Maria,Orthodox,1982-01-04,165.1,56.699,168.7115
Jose Palacios,Orthodox,,175.26,65.77083999999999,179.4303
Jose Perez,Orthodox,,,,
Jose Quinonez,Orthodox,1990-07-28,172.72,61.23492,176.7506
Jose Santibanez,Orthodox,1980-01-18,,70.30676,
Jose Torres,Orthodox,1992-08-02,162.56,56.699,166.0318
Joseph Benavidez,Southpaw,1984-07-31,162.56,56.699,166.0318
Joseph Morales,Switch,1994-08-22,167.64000000000001,56.699,171.3912
Joseph Sandoval,Southpaw,1986-05-11,170.18,61.23492,174.0709
Joseph Solecki,Orthodox,1993-08-27,175.26,70.30676,179.4303
Josh Appelt,Southpaw,1983-06-19,177.8,115.66596,182.11
Josh Barnett,Orthodox,1977-11-10,190.5,113.398,195.5085
Josh Bennett,Orthodox,,193.04,117.480328,198.1882
Josh Bryant,Orthodox,1980-04-23,177.8,83.91452,182.11
Josh Bumgarner,Orthodox,,185.42,77.11064,190.14909999999998
Josh Burns,Orthodox,1978-05-15,185.42,110.676448,190.14909999999998
Josh Clopton,Orthodox,1981-07-11,167.64000000000001,65.77083999999999,171.3912
Josh Copeland,Orthodox,1982-10-20,185.42,120.20188,190.14909999999998
Josh Diekmann,Orthodox,1976-10-09,162.56,111.583632,166.0318
Josh Emmett,Orthodox,1985-03-04,167.64000000000001,65.77083999999999,171.3912
Josh Epps,Orthodox,1986-08-23,,58.96696,
Josh Ferguson,Orthodox,1988-05-13,165.1,56.699,168.7115
Josh Grispi,Orthodox,1988-10-14,180.34,65.77083999999999,184.7897
Josh Haynes,Orthodox,1977-07-30,175.26,77.11064,179.4303
Josh Hendricks,Southpaw,1976-08-28,187.96,106.59412,192.8288
Josh Janousek,Orthodox,1980-09-25,180.34,83.91452,184.7897
Josh Jarvis,Orthodox,,,,
Josh Koscheck,Orthodox,1977-11-30,177.8,77.11064,182.11
Josh LaBerge,Orthodox,,177.8,65.77083999999999,182.11
Josh McDonald,Orthodox,,,83.91452,
Josh Neal,Orthodox,,182.88,83.91452,187.46939999999998
Josh Neer,Orthodox,1983-03-24,180.34,77.11064,184.7897
Josh Paiva,Orthodox,1991-04-05,167.64000000000001,56.699,171.3912
Josh Parisian,Orthodox,1989-06-28,193.04,120.20188,198.1882
Josh Pulsifer,Orthodox,1983-03-16,177.8,65.77083999999999,182.11
Josh Rafferty,Orthodox,1981-01-06,182.88,77.11064,187.46939999999998
Josh Samman,Orthodox,1988-03-14,190.5,83.91452,195.5085
Josh San Diego,Orthodox,,177.8,61.23492,182.11
Josh Shockley,Orthodox,1989-11-15,185.42,70.30676,190.14909999999998
Josh Shockman,Southpaw,1980-12-29,193.04,106.59412,198.1882
Josh Smith,Orthodox,1982-07-02,182.88,70.30676,187.46939999999998
Josh Stansbury,Orthodox,1984-11-19,187.96,92.98636,192.8288
Josh Stuart,Orthodox,,175.26,72.57472,179.4303
Josh Thomson,Orthodox,1978-09-21,177.8,70.30676,182.11
Josh Thornburg,Orthodox,1984-05-24,182.88,77.11064,187.46939999999998
Joshua Burkman,Orthodox,1980-04-10,177.8,77.11064,182.11
Joshua Sampo,Orthodox,1984-07-24,162.56,56.699,166.0318
Journey Newson,Orthodox,1989-03-07,,61.23492,
Juan Adams,Orthodox,1992-01-16,195.57999999999998,120.20188,200.86789999999996
Juan Alcain,Orthodox,,,,
Juan Espino,Orthodox,1980-10-09,193.04,113.398,198.1882
Juan Miranda,Orthodox,,,70.30676,
Juan Mott,Switch,,182.88,86.18248,187.46939999999998
Juan Puig,Orthodox,1989-04-23,175.26,65.77083999999999,179.4303
Jules Bruchez,Southpaw,1977-08-16,182.88,92.98636,187.46939999999998
Julia Avila,Orthodox,1988-05-11,162.56,61.23492,166.0318
Julia Budd,Orthodox,1983-07-04,170.18,65.77083999999999,174.0709
Julian Erosa,Southpaw,1989-07-31,185.42,65.77083999999999,190.14909999999998
Julian Marquez,Orthodox,1990-05-08,187.96,83.91452,192.8288
Julian Sanchez,Orthodox,,190.5,136.0776,195.5085
Juliana Lima,Orthodox,1982-03-15,165.1,52.16308,168.7115
Julianna Pena,Orthodox,1989-08-19,167.64000000000001,61.23492,171.3912
Julie Kedzie,Orthodox,1981-03-18,165.1,61.23492,168.7115
Julija Stoliarenko,Orthodox,1993-04-08,170.18,65.77083999999999,174.0709
Julio Arce,Southpaw,1989-10-27,170.18,65.77083999999999,174.0709
Julio Cesar Neves Jr.,Orthodox,1994-04-25,172.72,65.77083999999999,176.7506
Julio Paulino,Orthodox,1975-12-04,182.88,77.11064,187.46939999999998
Jumabieke Tuerxun,Orthodox,1986-04-17,170.18,61.23492,174.0709
Jun Yong Park,Orthodox,1991-02-27,182.88,77.11064,187.46939999999998
Junie Browning,Orthodox,1984-05-12,175.26,70.30676,179.4303
Junior Albini,Orthodox,1991-03-15,190.5,119.748288,195.5085
Junior Assuncao,Orthodox,1981-06-24,175.26,65.77083999999999,179.4303
Junior Barata,Orthodox,1982-01-25,177.8,77.11064,182.11
Junior Dos Santos,Orthodox,1984-01-30,193.04,107.954896,198.1882
Junior Hernandez,Orthodox,1986-07-22,175.26,61.23492,179.4303
Junya Kudo,Orthodox,,,61.23492,
Jussier Formiga,Orthodox,1985-04-14,165.1,56.699,168.7115
Justin Bruckmann,Orthodox,,175.26,77.11064,179.4303
Justin Buchholz,Orthodox,1983-08-22,182.88,70.30676,187.46939999999998
Justin Davis,Orthodox,1983-04-01,180.34,92.98636,184.7897
Justin DeMoney,Orthodox,1985-07-01,,77.11064,
Justin Edwards,Orthodox,1983-01-26,177.8,70.30676,182.11
Justin Eilers,Orthodox,1978-06-28,185.42,106.59412,190.14909999999998
Justin Frazier,Southpaw,1989-06-15,182.88,120.20188,187.46939999999998
Justin Gaethje,Orthodox,1988-11-14,180.34,70.30676,184.7897
Justin Gonzales,Orthodox,1991-04-28,175.26,65.77083999999999,179.4303
Justin Governale,Orthodox,,,65.77083999999999,
Justin Guthrie,Orthodox,1981-01-19,185.42,77.11064,190.14909999999998
Justin Haskins,Orthodox,1979-08-30,177.8,77.11064,182.11
Justin Hawes,Orthodox,1979-01-13,180.34,92.98636,184.7897
Justin James,Orthodox,1976-11-08,177.8,70.30676,182.11
Justin Jones,Orthodox,1987-09-06,180.34,83.91452,184.7897
Justin Lawrence,Orthodox,1990-05-15,172.72,65.77083999999999,176.7506
Justin Ledet,Orthodox,1988-09-28,193.04,92.98636,198.1882
Justin Levens,Orthodox,1980-04-18,180.34,83.91452,184.7897
Justin Martin,Orthodox,,182.88,83.91452,187.46939999999998
Justin McCully,Orthodox,1976-02-18,185.42,102.0582,190.14909999999998
Justin McElfresh,Orthodox,1980-01-04,198.12,92.98636,203.5476
Justin Patterson,Orthodox,1985-12-07,177.8,77.11064,182.11
Justin Pennington,Orthodox,,162.56,,166.0318
Justin Robbins,Orthodox,1980-07-29,165.1,61.23492,168.7115
Justin Salas,Southpaw,1982-03-13,172.72,70.30676,176.7506
Justin Scoggins,Southpaw,1992-05-02,170.18,56.699,174.0709
Justin Smitley,Orthodox,,,65.77083999999999,
Justin Sumter,Southpaw,1989-11-16,187.96,83.91452,192.8288
Justin Wilcox,Orthodox,1979-03-12,167.64000000000001,70.30676,171.3912
Justin Willis,Southpaw,1987-07-19,185.42,119.748288,190.14909999999998
Justin Wren,Orthodox,1987-04-27,187.96,120.20188,192.8288
Justine Kish,Orthodox,1988-04-13,165.1,56.699,168.7115
Jutaro Nakao,Southpaw,1970-11-30,175.26,77.11064,179.4303
KJ Noons,Orthodox,1982-12-07,177.8,70.30676,182.11
Kai Kara-France,Orthodox,1993-03-26,165.1,56.699,168.7115
Kailin Curran,Orthodox,1991-04-11,162.56,52.16308,166.0318
Kain Royer,Orthodox,,,83.91452,
Kaitlin Young,Orthodox,1985-09-15,175.26,61.23492,179.4303
Kajan Johnson,Orthodox,1984-04-21,180.34,70.30676,184.7897
Kaleo Kwan,Orthodox,1970-08-01,170.18,70.30676,174.0709
Kali Robbins,Orthodox,1984-07-05,160.02,52.16308,163.3521
Kalib Starnes,Orthodox,1975-01-06,190.5,83.91452,195.5085
Kalindra Faria,Switch,1986-07-23,170.18,56.699,174.0709
Kaline Medeiros,Orthodox,,160.02,52.16308,163.3521
Kamal Shalorus,Orthodox,1972-08-27,172.72,70.30676,176.7506
Kamaru Usman,Switch,1987-05-11,182.88,77.11064,187.46939999999998
Kamuela Kirk,Orthodox,1994-04-13,175.26,65.77083999999999,179.4303
Karen Darabedyan,Orthodox,1986-12-18,170.18,70.30676,174.0709
Karine Gevorgyan,Orthodox,1989-03-09,162.56,56.699,166.0318
Karl Amoussou,Orthodox,1985-11-21,180.34,83.91452,184.7897
Karl Reed,Orthodox,1988-10-27,190.5,92.98636,195.5085
Karl Roberson,Southpaw,1990-10-04,185.42,92.98636,190.14909999999998
Karl Willis,Orthodox,,,,
Karla Benitez,Orthodox,,160.02,51.255896,163.3521
Karlos Vemola,Orthodox,1985-07-03,182.88,83.91452,187.46939999999998
Karo Parisyan,Orthodox,1982-08-28,177.8,77.11064,182.11
Karol Rosa,Orthodox,1994-12-30,167.64000000000001,61.23492,171.3912
Karolina Kowalkiewicz,Orthodox,1985-10-15,160.02,52.16308,163.3521
Katlyn Chookagian,Orthodox,1988-12-28,175.26,56.699,179.4303
Katsuhiko Nagata,Southpaw,1973-10-31,170.18,69.853168,174.0709
Katsuhisa Fujii,Orthodox,1972-08-15,182.88,92.98636,187.46939999999998
Katsunori Kikuno,Orthodox,1981-10-31,172.72,65.77083999999999,176.7506
Katsuya Inoue,Southpaw,1979-08-10,175.26,76.203456,179.4303
Katsuyori Shibata,Orthodox,1979-11-17,182.88,76.203456,187.46939999999998
Kazuhiro Hamanaka,Southpaw,1978-10-24,182.88,83.91452,187.46939999999998
Kazuhiro Nakamura,Orthodox,1979-07-16,180.34,92.98636,184.7897
Kazuhisa Watanabe,Orthodox,1983-05-18,167.64000000000001,63.049288,171.3912
Kazuki Okubo,Orthodox,,180.34,79.3786,184.7897
Kazuki Tokudome,Southpaw,1987-03-04,180.34,70.30676,184.7897
Kazunari Murakami,Orthodox,1973-11-29,185.42,99.79024,190.14909999999998
Kazunori Yokota,Orthodox,1978-04-03,172.72,69.853168,176.7506
Kazuo Misaki,Orthodox,1976-04-25,172.72,83.007336,176.7506
Kazushi Sakuraba,Southpaw,1969-07-14,182.88,83.91452,187.46939999999998
Kazuyuki Fujita,Orthodox,1970-10-16,182.88,106.59412,187.46939999999998
Kazuyuki Miyata,Orthodox,,172.72,63.049288,176.7506
Keenan Raymond,Orthodox,,,74.84268,
Keigo Kunihara,Orthodox,,182.88,106.59412,187.46939999999998
Keiichiro Yamamiya,Southpaw,1972-07-12,180.34,83.91452,184.7897
Keisuke Fujiwara,Switch,,167.64000000000001,63.049288,171.3912
Keita Nakamura,Southpaw,1984-05-22,180.34,77.11064,184.7897
Keith Berish,Orthodox,1985-11-14,182.88,92.98636,187.46939999999998
Keith Berry,Orthodox,1987-10-25,185.42,83.91452,190.14909999999998
Keith Hackney,Sideways,,180.34,90.7184,184.7897
Keith Jardine,Orthodox,1975-10-31,187.96,83.91452,192.8288
Keith Mielke,Orthodox,,172.72,83.91452,176.7506
Keith Rockel,Orthodox,,182.88,83.91452,187.46939999999998
Keith Wisniewski,Orthodox,1981-10-25,182.88,77.11064,187.46939999999998
Kelly Dullanty,Orthodox,1977-11-04,172.72,70.30676,176.7506
Kelly Faszholz,Orthodox,1985-04-09,172.72,61.23492,176.7506
Kelly Kobold,Orthodox,1983-02-25,167.64000000000001,61.23492,171.3912
Kelly Velasco,Orthodox,1995-05-21,175.26,61.23492,179.4303
Kelvin Gastelum,Southpaw,1991-10-24,175.26,83.91452,179.4303
Kemran Lachinov,Orthodox,,,77.11064,
Ken Kaneko,Orthodox,,182.88,73.028312,187.46939999999998
Ken Shamrock,Orthodox,1964-02-11,185.42,92.98636,190.14909999999998
Ken Stone,Orthodox,1982-10-08,172.72,61.23492,176.7506
Kendall Grove,Orthodox,1982-11-12,198.12,83.91452,203.5476
Kengo Ura,Orthodox,1981-06-20,175.26,74.84268,179.4303
Kengo Watanabe,Orthodox,1976-01-31,193.04,99.79024,198.1882
Kenichi Yamamoto,Orthodox,1976-07-11,182.88,77.11064,187.46939999999998
Kenji Arai,Southpaw,1979-10-05,177.8,65.77083999999999,182.11
Kenji Osawa,Orthodox,1976-11-04,170.18,61.23492,174.0709
Kenneth Alexander,Orthodox,1977-09-25,175.26,70.30676,179.4303
Kenneth Bergh,Orthodox,1989-06-26,187.96,92.98636,192.8288
Kenneth Seegrist,Orthodox,,182.88,83.91452,187.46939999999998
Kenny Florian,Southpaw,1976-05-26,177.8,65.77083999999999,182.11
Kenny Giddens,Orthodox,,180.34,70.30676,184.7897
Kenny Robertson,Orthodox,1984-02-14,177.8,77.11064,182.11
Kenyon Jackson,Orthodox,,182.88,83.91452,187.46939999999998
Kerry Schall,Orthodox,1971-08-09,187.96,120.20188,192.8288
Kerry Vera,Orthodox,,170.18,61.23492,174.0709
Kestutis Smirnovas,Orthodox,,177.8,90.7184,182.11
Ketlen Vieira,Orthodox,1991-08-26,172.72,61.23492,176.7506
Kevin Aguilar,Orthodox,1988-09-07,170.18,65.77083999999999,174.0709
Kevin Burns,Orthodox,1980-03-03,177.8,77.11064,182.11
Kevin Casey,Southpaw,1981-06-15,180.34,83.91452,184.7897
Kevin Engel,Orthodox,,187.96,77.11064,192.8288
Kevin Ferguson,Orthodox,1974-02-08,187.96,106.59412,192.8288
Kevin Gray,Orthodox,1985-05-03,162.56,56.699,166.0318
Kevin Haley,Orthodox,,187.96,92.98636,192.8288
Kevin Holland,Orthodox,1992-11-05,190.5,83.91452,195.5085
Kevin Jackson,Switch,,177.8,90.264808,182.11
Kevin Jordan,Orthodox,1970-12-31,190.5,111.13004,195.5085
Kevin Knabjian,Orthodox,1984-07-05,177.8,77.11064,182.11
Kevin Lee,Orthodox,1992-09-04,175.26,77.11064,179.4303
Kevin Randleman,Orthodox,1971-08-10,177.8,92.98636,182.11
Kevin Roddy,Orthodox,,180.34,65.77083999999999,184.7897
Kevin Rosier,Orthodox,,193.04,124.7378,198.1882
Kevin Souza,Orthodox,1984-10-17,182.88,65.77083999999999,187.46939999999998
Kevin Syler,Orthodox,1993-07-29,175.26,70.30676,179.4303
Khabib Nurmagomedov,Orthodox,1988-09-20,177.8,70.30676,182.11
Khadis Ibragimov,Orthodox,1995-05-21,187.96,92.98636,192.8288
Khalid Murtazaliev,Orthodox,1993-07-15,182.88,83.91452,187.46939999999998
Khalid Taha,Orthodox,1992-02-15,165.1,61.23492,168.7115
Khalil Rountree Jr.,Southpaw,1990-02-26,185.42,92.98636,190.14909999999998
Khomkrit Niimi,Orthodox,,157.48000000000002,56.699,160.6724
Kier Gooch,Orthodox,1986-04-21,,70.30676,
Kiichi Kunimoto,Orthodox,1981-05-01,177.8,77.11064,182.11
Kim Couture,Orthodox,1975-12-18,172.72,61.23492,176.7506
Kim In Seok,Orthodox,,167.64000000000001,65.77083999999999,171.3912
Kimo Leopoldo,Orthodox,1968-01-05,190.5,106.59412,195.5085
Kin Moy,Orthodox,,165.1,61.23492,168.7115
Kiril Sidelnikov,Orthodox,1988-08-17,180.34,104.32616,184.7897
Kit Cope,Orthodox,1977-03-17,182.88,77.11064,187.46939999999998
Kiyoshi Tamura,Southpaw,1969-12-17,180.34,83.91452,184.7897
Klayton Mai,Orthodox,1986-11-30,175.26,56.699,179.4303
Klidson Abreu,Orthodox,1992-12-24,182.88,106.59412,187.46939999999998
Koichiro Matsumoto,Orthodox,1986-03-07,170.18,65.77083999999999,174.0709
Koji Kitao,Southpaw,1963-10-12,200.66,158.7572,206.22729999999999
Koji Oishi,Orthodox,1977-05-31,172.72,77.11064,176.7506
Konstantin Erokhin,Orthodox,1983-01-31,180.34,104.32616,184.7897
Kotetsu Boku,Orthodox,1977-05-27,175.26,69.853168,179.4303
Kris McCray,Orthodox,1981-09-24,182.88,77.11064,187.46939999999998
Krishaun Gilmore,Orthodox,,,,
Kristian Rothaermel,Open Stance,1972-01-31,182.88,92.98636,187.46939999999998
Kristof Midoux,Orthodox,1974-07-30,185.42,99.79024,190.14909999999998
Kron Gracie,Southpaw,1988-07-11,175.26,65.77083999999999,179.4303
Krzysztof Jotko,Southpaw,1989-08-19,185.42,83.91452,190.14909999999998
Krzysztof Soszynski,Open Stance,1977-08-02,185.42,92.98636,190.14909999999998
Kultar Gill,Orthodox,1979-03-24,182.88,69.853168,187.46939999999998
Kuniyoshi Hironaka,Orthodox,1976-06-17,177.8,76.203456,182.11
Kurt Holobaugh,Orthodox,1986-09-08,180.34,70.30676,184.7897
Kurt Osiander,Orthodox,,,83.91452,
Kurt Pellegrino,Orthodox,1979-05-07,172.72,70.30676,176.7506
Kwan Ho Kwak,Switch,1989-06-18,165.1,61.23492,168.7115
Kyle Bochniak,Orthodox,1987-02-05,170.18,65.77083999999999,174.0709
Kyle Bolt,Orthodox,,187.96,83.91452,192.8288
Kyle Bradley,Orthodox,1982-08-19,175.26,70.30676,179.4303
Kyle Daukaus,Southpaw,1993-02-27,190.5,83.91452,195.5085
Kyle Dietz,Orthodox,1986-04-29,172.72,61.23492,176.7506
Kyle Jensen,Orthodox,1979-07-20,175.26,77.11064,179.4303
Kyle Kingsbury,Orthodox,1982-03-22,193.04,92.98636,198.1882
Kyle Kurtz,Orthodox,,,77.11064,
Kyle Levinton,Orthodox,,,,
Kyle Nelson,Switch,1991-04-20,180.34,70.30676,184.7897
Kyle Noke,Southpaw,1980-03-18,185.42,77.11064,190.14909999999998
Kyle Prepolec,Southpaw,1989-08-30,177.8,77.11064,182.11
Kyle Stewart,Orthodox,1989-01-31,187.96,77.11064,192.8288
Kyle Sturgeon,Switch,,190.5,102.0582,195.5085
Kyle Watson,Orthodox,1979-08-09,182.88,70.30676,187.46939999999998
Kyler Phillips,Orthodox,1995-06-12,172.72,61.23492,176.7506
Kyoji Horiguchi,Orthodox,1990-10-12,165.1,56.699,168.7115
Kyosuke Sasaki,Southpaw,,170.18,83.007336,174.0709
Kyung Ho Kang,Orthodox,1987-09-09,175.26,61.23492,179.4303
LC Davis,Southpaw,1980-10-28,172.72,61.23492,176.7506
Lacey Schuckman,Orthodox,,160.02,56.699,163.3521
Lance Benoist,Southpaw,1988-08-26,180.34,77.11064,184.7897
Lance Gibson,Orthodox,1970-11-20,175.26,83.91452,179.4303
Lance Lawrence,Orthodox,1993-06-26,182.88,65.77083999999999,187.46939999999998
Lando Vannata,Orthodox,1992-03-14,175.26,70.30676,179.4303
Landon Showalter,Orthodox,1976-06-14,182.88,83.91452,187.46939999999998
Larissa Pacheco,Orthodox,1994-09-07,170.18,61.23492,174.0709
Larry Cureton,Orthodox,,187.96,108.86207999999999,192.8288
Larry Parker,Orthodox,,180.34,92.98636,184.7897
Laureano Staropoli,Orthodox,1993-02-27,185.42,77.11064,190.14909999999998
Lauren Mueller,Orthodox,1991-11-15,165.1,56.699,168.7115
Lauren Murphy,Orthodox,1983-07-27,170.18,56.699,174.0709
Lavar Johnson,Orthodox,1977-06-11,193.04,108.86207999999999,198.1882
Laverne Clark,Orthodox,1973-12-02,180.34,77.11064,184.7897
Lazar Stojadinovic,Southpaw,1989-03-22,170.18,65.77083999999999,174.0709
Leah Letson,Orthodox,1992-08-21,170.18,65.77083999999999,174.0709
Leandro Issa,Orthodox,1983-09-19,170.18,61.23492,174.0709
Leandro Silva,Orthodox,1985-11-11,175.26,70.30676,179.4303
Lee Brousseau,Orthodox,1974-10-04,185.42,92.98636,190.14909999999998
Lee Gibson,Orthodox,,170.18,70.30676,174.0709
Lee Higgins,Orthodox,1980-07-14,,70.30676,
Lee Kwan Bum,Orthodox,,187.96,129.727312,192.8288
Lee Murray,Orthodox,1977-09-12,190.5,83.91452,195.5085
Leigh Remedios,Orthodox,1976-01-13,170.18,70.30676,174.0709
Leiticia Pestova,Orthodox,1984-01-15,167.64000000000001,61.23492,171.3912
Lemont Davis,Orthodox,,172.72,77.11064,176.7506
Len Bentley,Orthodox,1982-11-30,175.26,70.30676,179.4303
Leo Kuntz,Orthodox,1983-10-03,177.8,70.30676,182.11
Leo Sylvest,Orthodox,1973-09-03,180.34,92.98636,184.7897
Leon Edwards,Southpaw,1991-08-25,182.88,77.11064,187.46939999999998
Leon Shahbazyan,Orthodox,1995-11-18,193.04,77.11064,198.1882
Leonard Garcia,Orthodox,1979-07-14,177.8,65.77083999999999,182.11
Leonardo Augusto Leleco,Orthodox,1982-04-15,182.88,83.91452,187.46939999999998
Leonardo Mafra,Orthodox,1989-04-25,177.8,70.30676,182.11
Leonardo Morales,Southpaw,1992-12-22,172.72,61.23492,176.7506
Leonardo Santos,Orthodox,1980-02-05,182.88,70.30676,187.46939999999998
Leonardo Silva,Orthodox,1992-04-23,187.96,83.91452,192.8288
Leslie Smith,Orthodox,1982-08-17,175.26,61.23492,179.4303
Levan Makashvili,Orthodox,1989-01-07,172.72,65.77083999999999,176.7506
Levi Alford,Orthodox,,,,
Levi Avera,Orthodox,1982-05-17,185.42,77.11064,190.14909999999998
Lewis Gonzalez,Orthodox,1987-09-19,177.8,77.11064,182.11
Li Jingliang,Orthodox,1988-03-20,182.88,77.11064,187.46939999999998
Liam McGeary,Orthodox,1982-10-04,198.12,92.98636,203.5476
Liana Jojua,Orthodox,1995-03-22,162.56,61.23492,166.0318
Lina Kvokov,Orthodox,,175.26,61.23492,179.4303
Lina Lansberg,Orthodox,1982-03-13,170.18,61.23492,174.0709
Linton Vassell,Orthodox,1983-06-03,193.04,92.98636,198.1882
Lionel Lanham,Orthodox,1980-08-31,,92.98636,
Lisa Ellis,Orthodox,1982-11-15,162.56,52.16308,166.0318
Lissette Neri,Orthodox,1987-08-05,157.48000000000002,65.77083999999999,160.6724
Liu Pingyuan,Orthodox,1993-02-13,167.64000000000001,61.23492,171.3912
Livinha Souza,Orthodox,1991-03-11,165.1,52.16308,168.7115
Liz Carmouche,Orthodox,1984-02-19,167.64000000000001,56.699,171.3912
Lloyd Van Dams,Southpaw,1972-03-05,185.42,108.86207999999999,190.14909999999998
Lodune Sincaid,Orthodox,1973-05-07,175.26,83.91452,179.4303
Logan Clark,Orthodox,1985-02-16,187.96,83.91452,192.8288
Logan Nail,Orthodox,1989-06-20,,83.91452,
Lolohea Mahe,Orthodox,,,,
Lorenz Larkin,Orthodox,1986-09-03,180.34,77.11064,184.7897
Lorenzo Hood,Orthodox,,190.5,120.20188,195.5085
Louis Gaudinot,Orthodox,1984-08-28,160.02,56.699,163.3521
Louis Jauregui,Orthodox,,170.18,77.11064,174.0709
Louis Smolka,Orthodox,1991-07-16,175.26,61.23492,179.4303
Louis Taylor,Orthodox,1979-05-12,180.34,83.91452,184.7897
Lowell Anderson,Orthodox,,167.64000000000001,72.57472,171.3912
Luan Chagas,Orthodox,1993-06-17,182.88,77.11064,187.46939999999998
Luana Carolina,Orthodox,1993-06-11,167.64000000000001,56.699,171.3912
Luc Bondole,Orthodox,,187.96,92.98636,192.8288
Lucas Gamaza,Orthodox,,,77.11064,
